日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-03-02,601318,43.62,43.48,43.95,43.42,436923,2222138928.0,1.2,-1.43,-0.63,0.4
2022-03-03,601318,43.52,43.64,43.91,43.42,352676,1795901328.0,1.13,0.37,0.16,0.33
2022-03-04,601318,43.19,42.82,43.2,42.68,700865,3510136272.0,1.19,-1.88,-0.82,0.65
2022-03-07,601318,42.34,41.6,42.34,41.38,784597,3847577920.0,2.24,-2.85,-1.22,0.72
2022-03-08,601318,41.44,40.19,41.78,40.02,834403,4021028000.0,4.23,-3.39,-1.41,0.77
2022-03-09,601318,40.33,39.64,40.65,38.22,825545,3878723584.0,6.05,-1.37,-0.55,0.76
2022-03-10,601318,40.67,39.63,40.76,39.58,587753,2783372912.0,2.98,-0.03,-0.01,0.54
2022-03-11,601318,38.72,39.86,40.12,38.42,667078,3085709552.0,4.29,0.58,0.23,0.62
2022-03-14,601318,38.72,38.53,39.29,38.49,592578,2734567248.0,2.01,-3.34,-1.33,0.55
2022-03-15,601318,37.77,35.37,37.92,35.27,1269379,5571772416.0,6.88,-8.2,-3.16,1.17
2022-03-16,601318,36.01,37.01,37.37,35.05,1009694,4391918336.0,6.56,4.64,1.64,0.93
2022-03-17,601318,38.22,38.22,38.92,37.47,1095722,4982734592.0,3.92,3.27,1.21,1.01
2022-03-18,601318,37.77,40.65,41.1,37.64,1552323,7308943872.0,9.05,6.36,2.43,1.43
2022-03-21,601318,40.49,39.76,40.49,39.35,949519,4472952832.0,2.8,-2.19,-0.89,0.88
2022-03-22,601318,39.22,40.52,40.58,39.17,742112,3516558048.0,3.55,1.91,0.76,0.69
2022-03-23,601318,40.28,40.62,40.88,39.87,577029,2748027968.0,2.49,0.25,0.1,0.53
2022-03-24,601318,40.25,40.97,41.44,40.12,610757,2943276288.0,3.25,0.86,0.35,0.56
2022-03-25,601318,40.73,40.35,41.51,40.3,559938,2696644336.0,2.95,-1.51,-0.62,0.52
2022-03-28,601318,40.12,40.57,40.84,39.65,393686,1872940912.0,2.95,0.55,0.22,0.36
2022-03-29,601318,40.67,39.93,40.92,39.87,322357,1532063824.0,2.59,-1.58,-0.64,0.3
2022-03-30,601318,40.27,41.42,41.55,40.17,575427,2776948848.0,3.46,3.73,1.49,0.53
2022-03-31,601318,41.12,41.17,41.97,41.02,423498,2063589520.0,2.29,-0.6,-0.25,0.39
2022-04-01,601318,41.02,41.68,41.83,40.83,473677,2307234640.0,2.43,1.24,0.51,0.44
2022-04-06,601318,41.77,42.26,42.64,41.72,640053,3166678384.0,2.21,1.39,0.58,0.59
2022-04-07,601318,41.92,41.2,42.24,41.01,501130,2447803104.0,2.91,-2.51,-1.06,0.46
2022-04-08,601318,41.07,41.96,41.97,41.07,434732,2124961296.0,2.18,1.84,0.76,0.4
2022-04-11,601318,41.63,40.34,41.7,40.24,506405,2433396192.0,3.48,-3.86,-1.62,0.47
2022-04-12,601318,40.58,41.19,41.6,40.2,467396,2251825856.0,3.47,2.11,0.85,0.43
2022-04-13,601318,40.97,40.54,41.1,40.4,317751,1524357808.0,1.7,-1.58,-0.65,0.29
2022-04-14,601318,41.09,40.91,41.24,40.62,358849,1731655008.0,1.53,0.91,0.37,0.33
2022-04-15,601318,40.72,41.02,41.46,40.62,314115,1520937856.0,2.05,0.27,0.11,0.29
2022-04-18,601318,40.71,39.72,40.71,39.55,405375,1912485744.0,2.83,-3.17,-1.3,0.37
2022-04-19,601318,39.77,39.16,39.99,38.85,369543,1723558432.0,2.87,-1.41,-0.56,0.34
2022-04-20,601318,39.37,38.63,39.51,38.55,380610,1755500128.0,2.45,-1.35,-0.53,0.35
2022-04-21,601318,38.6,38.94,39.9,38.53,549044,2554919424.0,3.55,0.8,0.31,0.51
2022-04-22,601318,38.73,39.18,39.69,38.63,397326,1851934816.0,2.72,0.62,0.24,0.37
2022-04-25,601318,37.72,37.57,38.9,37.42,673920,3063041728.0,3.78,-4.11,-1.61,0.62
2022-04-26,601318,37.56,36.31,37.9,36.23,638924,2826379504.0,4.45,-3.35,-1.26,0.59
2022-04-27,601318,36.13,36.63,36.92,35.9,531084,2325674736.0,2.81,0.88,0.32,0.49
2022-04-28,601318,36.51,36.38,36.63,35.88,525999,2288623792.0,2.05,-0.68,-0.25,0.49
2022-04-29,601318,36.52,37.28,37.84,36.32,516386,2285939808.0,4.18,2.47,0.9,0.48
2022-05-05,601318,37.51,37.74,38.3,37.47,428782,1935547328.0,2.23,1.23,0.46,0.4
2022-05-06,601318,37.17,36.78,37.7,36.72,372315,1649081440.0,2.6,-2.54,-0.96,0.34
2022-05-09,601318,36.8,37.07,37.13,36.59,256120,1131162032.0,1.47,0.79,0.29,0.24
2022-05-10,601318,36.57,37.19,37.4,36.42,404693,1788324112.0,2.64,0.32,0.12,0.37
2022-05-11,601318,37.16,37.45,37.73,36.93,607285,2710550320.0,2.15,0.7,0.26,0.56
2022-05-12,601318,37.07,36.72,37.3,36.57,427738,1889495296.0,1.95,-1.95,-0.73,0.39
2022-05-13,601318,36.9,36.68,37.22,36.31,412335,1813781040.0,2.48,-0.11,-0.04,0.38
2022-05-16,601318,36.87,36.08,36.93,35.9,468863,2039402752.0,2.81,-1.64,-0.6,0.43
2022-05-17,601318,36.22,36.54,36.6,35.99,401373,1750419696.0,1.69,1.27,0.46,0.37
2022-05-18,601318,36.71,36.35,36.82,36.08,352342,1534485040.0,2.03,-0.52,-0.19,0.33
2022-05-19,601318,35.82,36.01,36.16,35.75,282816,1221097072.0,1.13,-0.94,-0.34,0.26
2022-05-20,601318,36.12,37.03,37.08,36.12,549751,2416391968.0,2.67,2.83,1.02,0.51
2022-05-23,601318,36.87,36.61,36.99,36.41,359098,1576944736.0,1.57,-1.13,-0.42,0.33
2022-05-24,601318,36.52,35.86,36.83,35.83,393424,1713116640.0,2.73,-2.05,-0.75,0.36
2022-05-25,601318,35.75,35.95,36.22,35.74,263749,1140221232.0,1.34,0.25,0.09,0.24
2022-05-26,601318,36.03,35.87,36.27,35.67,400992,1731580784.0,1.67,-0.22,-0.08,0.37
2022-05-27,601318,36.13,36.25,36.57,36.12,387901,1691969136.0,1.25,1.06,0.38,0.36
2022-05-30,601318,36.65,36.87,37.08,36.44,522175,2305387120.0,1.77,1.71,0.62,0.48
2022-05-31,601318,36.95,36.92,37.5,36.72,540653,2405912880.0,2.12,0.14,0.05,0.5
2022-06-01,601318,36.97,36.89,37.27,36.63,328521,1451299040.0,1.73,-0.08,-0.03,0.3
2022-06-02,601318,36.52,36.72,36.75,36.27,340829,1492824848.0,1.3,-0.46,-0.17,0.31
2022-06-06,601318,36.71,36.98,36.99,36.05,543267,2379234048.0,2.56,0.71,0.26,0.5
2022-06-07,601318,36.98,36.87,37.1,36.67,431575,1905453952.0,1.16,-0.3,-0.11,0.4
2022-06-08,601318,36.97,37.31,37.43,36.78,529562,2348846224.0,1.76,1.19,0.44,0.49
2022-06-09,601318,37.42,37.34,37.75,37.19,532430,2381813808.0,1.5,0.08,0.03,0.49
2022-06-10,601318,37.07,37.66,37.72,36.8,565320,2516496816.0,2.46,0.86,0.32,0.52
2022-06-13,601318,37.22,36.86,37.32,36.74,537121,2376099104.0,1.54,-2.12,-0.8,0.5
2022-06-14,601318,36.62,37.94,37.97,36.52,628958,2792817392.0,3.93,2.93,1.08,0.58
2022-06-15,601318,37.72,40.37,41.28,37.63,1985892,9379923968.0,9.62,6.4,2.43,1.83
2022-06-16,601318,40.1,39.22,40.22,39.22,844931,3962136640.0,2.48,-2.85,-1.15,0.78
2022-06-17,601318,39.09,39.75,39.98,38.97,566704,2653020560.0,2.58,1.35,0.53,0.52
2022-06-20,601318,39.94,39.58,40.07,39.27,570615,2589929728.0,2.01,-0.43,-0.17,0.53
2022-06-21,601318,39.9,40.35,41.0,39.67,684569,3156745216.0,3.36,1.95,0.77,0.63
2022-06-22,601318,40.42,39.62,40.54,39.62,436907,2001539984.0,2.28,-1.81,-0.73,0.4
2022-06-23,601318,39.85,40.47,40.72,39.85,494265,2279310528.0,2.2,2.15,0.85,0.46
2022-06-24,601318,40.65,40.98,41.07,40.44,536724,2498586720.0,1.56,1.26,0.51,0.5
2022-06-27,601318,41.07,41.02,41.32,40.72,449858,2106674704.0,1.46,0.1,0.04,0.42
2022-06-28,601318,41.04,41.12,41.41,40.57,351707,1642425120.0,2.05,0.24,0.1,0.32
2022-06-29,601318,41.11,41.01,41.66,40.8,412772,1939726832.0,2.09,-0.27,-0.11,0.38
2022-06-30,601318,41.02,40.91,41.42,40.68,391853,1837626224.0,1.8,-0.24,-0.1,0.36
2022-07-01,601318,40.92,40.53,41.2,40.34,357568,1657492960.0,2.1,-0.93,-0.38,0.33
2022-07-04,601318,40.42,40.68,40.72,40.02,407130,1877564064.0,1.73,0.37,0.15,0.38
2022-07-05,601318,40.7,40.83,41.77,40.6,452569,2123843408.0,2.88,0.37,0.15,0.42
2022-07-06,601318,40.84,40.07,40.85,39.97,389561,1790455440.0,2.16,-1.86,-0.76,0.36
2022-07-07,601318,39.87,39.82,40.36,39.81,293722,1344724704.0,1.37,-0.62,-0.25,0.27
2022-07-08,601318,40.13,40.04,40.6,39.9,292283,1342052752.0,1.76,0.55,0.22,0.27
2022-07-11,601318,39.83,39.6,39.99,39.44,281135,1278575008.0,1.37,-1.1,-0.44,0.26
2022-07-12,601318,39.6,39.73,39.96,39.34,254055,1155657117.0,1.57,0.33,0.13,0.23
2022-07-13,601318,39.64,39.3,39.85,39.22,296588,1343407216.0,1.59,-1.08,-0.43,0.27
2022-07-14,601318,39.12,37.82,39.26,37.65,903044,3963303835.0,4.1,-3.77,-1.48,0.83
2022-07-15,601318,37.83,36.93,38.31,36.92,694042,3006689109.0,3.68,-2.35,-0.89,0.64
2022-07-18,601318,36.97,37.67,37.91,36.94,355244,1539005271.0,2.63,2.0,0.74,0.33
2022-07-19,601318,37.64,37.62,37.99,37.12,356106,1540543119.0,2.31,-0.13,-0.05,0.33
2022-07-20,601318,38.0,37.62,38.05,37.58,249566,1086228779.0,1.25,0.0,0.0,0.23
2022-07-21,601318,37.45,36.96,37.47,36.87,405568,1740841568.0,1.59,-1.75,-0.66,0.37
2022-07-22,601318,37.02,37.27,37.58,37.0,294356,1268468017.0,1.57,0.84,0.31,0.27
2022-07-25,601318,37.22,37.14,37.34,36.94,225135,965101818.0,1.07,-0.35,-0.13,0.21
2022-07-26,601318,37.17,37.42,37.51,37.14,228474,986279479.0,1.0,0.75,0.28,0.21
2022-07-27,601318,37.28,37.01,37.4,36.92,296399,1269990091.0,1.28,-1.1,-0.41,0.27
2022-07-28,601318,37.12,36.94,37.47,36.93,348750,1497610795.0,1.46,-0.19,-0.07,0.32
2022-07-29,601318,37.01,36.34,37.37,36.32,460704,1954616265.0,2.84,-1.62,-0.6,0.43
2022-08-01,601318,36.33,36.06,36.34,35.97,306551,1283322797.0,1.02,-0.77,-0.28,0.28
2022-08-02,601318,35.75,35.39,35.77,34.75,604008,2476611786.0,2.83,-1.86,-0.67,0.56
2022-08-03,601318,35.36,35.05,35.62,34.96,407852,1673612768.0,1.86,-0.96,-0.34,0.38
2022-08-04,601318,35.34,35.3,35.52,35.12,251163,1032245453.0,1.14,0.71,0.25,0.23
2022-08-05,601318,35.51,35.76,35.9,35.2,296710,1224704136.0,1.98,1.3,0.46,0.27
2022-08-08,601318,35.52,35.4,35.76,35.22,301594,1242870500.0,1.51,-1.01,-0.36,0.28
2022-08-09,601318,35.39,35.18,35.43,35.14,251397,1031147757.0,0.82,-0.62,-0.22,0.23
2022-08-10,601318,35.18,34.62,35.3,34.58,460089,1866972936.0,2.05,-1.59,-0.56,0.42
2022-08-11,601318,34.81,35.68,35.9,34.64,610701,2510973870.0,3.64,3.06,1.06,0.56
2022-08-12,601318,35.48,35.83,35.98,35.36,359933,1493312068.0,1.74,0.42,0.15,0.33
2022-08-15,601318,35.65,35.36,35.98,35.35,332769,1373975117.0,1.76,-1.31,-0.47,0.31
2022-08-16,601318,35.56,35.21,35.69,35.12,277390,1140974334.0,1.61,-0.42,-0.15,0.26
2022-08-17,601318,35.27,35.51,35.7,34.94,375722,1546602944.0,2.16,0.85,0.3,0.35
2022-08-18,601318,35.37,35.03,35.4,34.98,294080,1202109471.0,1.18,-1.35,-0.48,0.27
2022-08-19,601318,34.92,35.19,35.48,34.84,324629,1333438492.0,1.83,0.46,0.16,0.3
2022-08-22,601318,35.07,35.37,35.61,35.02,339719,1399254504.0,1.68,0.51,0.18,0.31
2022-08-23,601318,35.24,34.94,35.37,34.9,331480,1352611308.0,1.33,-1.22,-0.43,0.31
2022-08-24,601318,35.57,35.83,36.66,35.57,1157330,4847936958.0,3.12,2.55,0.89,1.07
2022-08-25,601318,36.07,37.32,37.45,35.9,1105726,4693638177.0,4.33,4.16,1.49,1.02
2022-08-26,601318,37.33,37.34,37.54,36.74,726726,3125914707.0,2.14,0.05,0.02,0.67
2022-08-29,601318,37.02,37.29,37.44,36.71,449893,1928428299.0,1.96,-0.13,-0.05,0.42
2022-08-30,601318,37.2,37.11,37.51,36.73,388929,1667749812.0,2.09,-0.48,-0.18,0.36
2022-08-31,601318,36.93,38.06,38.49,36.88,842238,3683929175.0,4.34,2.56,0.95,0.78
2022-09-01,601318,37.82,37.87,38.35,37.63,455213,1994635784.0,1.89,-0.5,-0.19,0.42
2022-09-02,601318,38.11,37.92,38.5,37.48,449145,1962968880.0,2.69,0.13,0.05,0.41
2022-09-05,601318,37.72,38.02,38.12,37.24,417491,1817090269.0,2.32,0.26,0.1,0.39
2022-09-06,601318,38.12,38.12,38.67,37.74,449772,1978062625.0,2.45,0.26,0.1,0.42
2022-09-07,601318,37.82,37.82,38.03,37.38,376411,1635174365.0,1.71,-0.79,-0.3,0.35
2022-09-08,601318,38.06,38.06,38.47,37.88,321298,1412332844.0,1.56,0.63,0.24,0.3
2022-09-09,601318,38.21,38.91,39.0,38.07,577867,2574448406.0,2.44,2.23,0.85,0.53
2022-09-13,601318,38.9,39.28,39.59,38.57,529663,2382977236.0,2.62,0.95,0.37,0.49
2022-09-14,601318,38.75,38.87,39.4,38.73,355084,1588553121.0,1.71,-1.04,-0.41,0.33
2022-09-15,601318,38.89,39.31,39.82,38.88,594442,2686935859.0,2.42,1.13,0.44,0.55
2022-09-16,601318,39.04,38.15,39.19,38.09,624920,2762703829.0,2.8,-2.95,-1.16,0.58
2022-09-19,601318,38.14,38.15,38.7,37.78,405383,1781779182.0,2.41,0.0,0.0,0.37
2022-09-20,601318,38.37,37.46,38.41,37.34,357650,1553335669.0,2.8,-1.81,-0.69,0.33
2022-09-21,601318,37.32,37.37,37.68,37.12,303537,1310421741.0,1.49,-0.24,-0.09,0.28
2022-09-22,601318,36.82,36.7,37.05,36.63,376230,1602976216.0,1.12,-1.79,-0.67,0.35
2022-09-23,601318,36.63,37.24,37.66,36.63,375326,1617285955.0,2.81,1.47,0.54,0.35
2022-09-26,601318,36.96,36.71,37.54,36.64,307124,1314360555.0,2.42,-1.42,-0.53,0.28
2022-09-27,601318,36.65,36.66,36.96,36.49,312291,1325580710.0,1.28,-0.14,-0.05,0.29
2022-09-28,601318,36.42,36.11,36.72,36.07,422044,1776629021.0,1.77,-1.5,-0.55,0.39
2022-09-29,601318,36.45,35.54,36.56,35.37,426558,1779041936.0,3.3,-1.58,-0.57,0.39
2022-09-30,601318,35.57,35.8,36.2,35.57,331619,1383518533.0,1.77,0.73,0.26,0.31
2022-10-10,601318,35.8,35.65,36.4,35.6,413876,1727384870.0,2.23,-0.42,-0.15,0.38
2022-10-11,601318,35.89,35.42,36.09,35.34,269317,1114241528.0,2.1,-0.65,-0.23,0.25
2022-10-12,601318,35.43,36.14,36.22,35.02,362473,1501647670.0,3.39,2.03,0.72,0.33
2022-10-13,601318,36.02,35.58,36.12,35.42,383846,1588577623.0,1.94,-1.55,-0.56,0.35
2022-10-14,601318,35.97,36.16,36.55,35.84,434417,1827652559.0,2.0,1.63,0.58,0.4
2022-10-17,601318,35.93,36.32,36.37,35.78,341425,1430847500.0,1.63,0.44,0.16,0.32
2022-10-18,601318,36.62,35.97,36.66,35.89,416357,1742913096.0,2.12,-0.96,-0.35,0.38
2022-10-19,601318,35.87,35.49,36.2,35.48,364361,1509504643.0,2.0,-1.33,-0.48,0.34
2022-10-20,601318,35.54,35.15,35.63,35.04,450214,1807514976.0,1.66,-0.96,-0.34,0.42
2022-10-21,601318,35.24,34.79,35.39,34.64,457377,1824460317.0,2.13,-1.02,-0.36,0.42
2022-10-24,601318,34.8,32.84,35.07,32.75,951252,3662221955.0,6.67,-5.61,-1.95,0.88
2022-10-25,601318,32.72,32.86,33.52,32.3,553549,2086575117.0,3.71,0.06,0.02,0.51
2022-10-26,601318,32.68,32.81,33.29,32.65,498395,1881859736.0,1.95,-0.15,-0.05,0.46
2022-10-27,601318,32.85,32.8,33.23,32.69,457497,1730022256.0,1.65,-0.03,-0.01,0.42
2022-10-28,601318,32.65,31.87,32.84,31.87,507692,1886380448.0,2.96,-2.84,-0.93,0.47
2022-10-31,601318,31.53,31.29,31.81,31.04,562034,2037108321.0,2.42,-1.82,-0.58,0.52
2022-11-01,601318,31.59,32.6,32.62,31.51,565665,2091019366.0,3.55,4.19,1.31,0.52
2022-11-02,601318,32.43,32.54,32.74,32.27,450385,1680470476.0,1.44,-0.18,-0.06,0.42
2022-11-03,601318,32.32,32.07,32.44,31.84,349335,1290754485.0,1.84,-1.44,-0.47,0.32
2022-11-04,601318,32.07,33.45,33.79,32.05,692055,2627221798.0,5.43,4.3,1.38,0.64
2022-11-07,601318,33.14,33.93,34.32,33.06,574810,2221943096.0,3.77,1.43,0.48,0.53
2022-11-08,601318,33.93,33.83,34.14,33.52,370483,1430329888.0,1.83,-0.29,-0.1,0.34
2022-11-09,601318,33.93,33.51,34.03,33.43,267687,1031501782.0,1.77,-0.95,-0.32,0.25
2022-11-10,601318,33.14,33.6,33.84,32.92,323175,1236147201.0,2.75,0.27,0.09,0.3
2022-11-11,601318,34.58,35.47,36.11,34.46,1046676,4184006246.0,4.91,5.57,1.87,0.97
2022-11-14,601318,36.8,36.74,37.26,36.35,1216680,5070952841.0,2.57,3.58,1.27,1.12
2022-11-15,601318,36.62,37.63,38.09,36.45,934424,3962244633.0,4.46,2.42,0.89,0.86
2022-11-16,601318,37.76,37.44,37.96,37.41,596528,2535605302.0,1.46,-0.5,-0.19,0.55
2022-11-17,601318,37.43,37.7,37.89,37.09,503980,2132247154.0,2.14,0.69,0.26,0.47
2022-11-18,601318,37.82,37.3,37.95,37.2,392464,1662329885.0,1.99,-1.06,-0.4,0.36
2022-11-21,601318,36.89,36.35,36.89,35.8,511185,2095472926.0,2.92,-2.55,-0.95,0.47
2022-11-22,601318,36.34,37.11,37.52,36.14,471814,1972258355.0,3.8,2.09,0.76,0.44
2022-11-23,601318,37.16,36.91,37.58,36.9,449620,1891828117.0,1.83,-0.54,-0.2,0.42
2022-11-24,601318,37.35,36.94,37.52,36.81,249076,1045792695.0,1.92,0.08,0.03,0.23
2022-11-25,601318,36.92,37.89,38.09,36.89,597960,2548257668.0,3.25,2.57,0.95,0.55
2022-11-28,601318,36.77,36.55,36.98,36.13,510315,2109183792.0,2.24,-3.54,-1.34,0.47
2022-11-29,601318,37.46,39.92,40.04,37.46,1753205,7711820167.0,7.06,9.22,3.37,1.62
2022-11-30,601318,39.96,40.09,41.31,39.74,1165016,5275015084.0,3.93,0.43,0.17,1.08
2022-12-01,601318,41.12,39.97,41.43,39.82,859327,3903629718.0,4.02,-0.3,-0.12,0.79
2022-12-02,601318,39.96,39.76,40.14,39.14,607787,2706020115.0,2.5,-0.53,-0.21,0.56
2022-12-05,601318,40.69,42.42,42.45,40.49,1380436,6429395576.0,4.93,6.69,2.66,1.27
2022-12-06,601318,42.42,42.58,42.82,41.88,878273,4150406717.0,2.22,0.38,0.16,0.81
2022-12-07,601318,42.58,41.84,42.62,41.51,831455,3892709695.0,2.61,-1.74,-0.74,0.77
2022-12-08,601318,41.52,42.29,42.34,41.44,448364,2105302841.0,2.15,1.08,0.45,0.41
2022-12-09,601318,42.21,42.74,43.02,41.84,709579,3366745982.0,2.79,1.06,0.45,0.66
2022-12-12,601318,42.34,41.31,42.42,41.22,656471,3059653871.0,2.81,-3.35,-1.43,0.61
2022-12-13,601318,41.6,41.84,42.23,41.44,423663,1979657203.0,1.91,1.28,0.53,0.39
2022-12-14,601318,42.22,42.03,42.25,41.28,346973,1619354235.0,2.32,0.45,0.19,0.32
2022-12-15,601318,41.94,41.57,42.23,40.94,404021,1868384991.0,3.07,-1.09,-0.46,0.37
2022-12-16,601318,41.25,42.04,42.15,41.21,421348,1968605781.0,2.26,1.13,0.47,0.39
2022-12-19,601318,42.04,40.91,42.41,40.59,505896,2332626032.0,4.33,-2.69,-1.13,0.47
2022-12-20,601318,40.7,40.07,41.02,39.72,495245,2234976305.0,3.18,-2.05,-0.84,0.46
2022-12-21,601318,40.24,40.4,40.74,40.08,297896,1349879759.0,1.65,0.82,0.33,0.27
2022-12-22,601318,41.14,41.02,41.32,40.79,353462,1622741421.0,1.31,1.53,0.62,0.33
2022-12-23,601318,40.67,40.78,41.15,40.46,306472,1399528670.0,1.68,-0.59,-0.24,0.28
2022-12-26,601318,40.78,39.8,41.02,39.8,403282,1814152593.0,2.99,-2.4,-0.98,0.37
2022-12-27,601318,40.41,40.72,41.09,40.17,347793,1583385185.0,2.31,2.31,0.92,0.32
2022-12-28,601318,40.57,41.42,41.59,40.44,456267,2106156213.0,2.82,1.72,0.7,0.42
2022-12-29,601318,41.09,40.96,41.15,40.25,469576,2138459930.0,2.17,-1.11,-0.46,0.43
2022-12-30,601318,41.14,42.14,42.34,41.14,553005,2594030160.0,2.93,2.88,1.18,0.51
2023-01-03,601318,41.73,42.29,42.4,41.2,602304,2815200404.0,2.85,0.36,0.15,0.56
2023-01-04,601318,42.44,43.67,43.77,42.44,869496,4183124625.0,3.14,3.26,1.38,0.8
2023-01-05,601318,44.34,44.07,44.64,43.64,737048,3608715198.0,2.29,0.92,0.4,0.68
2023-01-06,601318,44.64,44.88,44.97,44.19,780346,3867148878.0,1.77,1.84,0.81,0.72
2023-01-09,601318,45.14,46.05,46.09,44.84,881857,4446813321.0,2.79,2.61,1.17,0.81
2023-01-10,601318,46.04,44.35,46.05,44.28,837949,4173814429.0,3.84,-3.69,-1.7,0.77
2023-01-11,601318,44.64,45.84,46.14,44.58,966895,4881812304.0,3.52,3.36,1.49,0.89
2023-01-12,601318,46.04,46.05,46.25,45.57,600256,3057087228.0,1.48,0.46,0.21,0.55
2023-01-13,601318,46.34,47.49,47.49,46.19,896257,4644412350.0,2.82,3.13,1.44,0.83
2023-01-16,601318,47.66,47.23,48.62,46.63,1229794,6455990323.0,4.19,-0.55,-0.26,1.14
2023-01-17,601318,47.1,46.64,47.21,46.14,698873,3592536756.0,2.27,-1.25,-0.59,0.65
2023-01-18,601318,46.64,46.69,47.01,46.3,419603,2162689506.0,1.52,0.11,0.05,0.39
2023-01-19,601318,46.54,46.95,47.01,46.29,510461,2627239788.0,1.54,0.56,0.26,0.47
2023-01-20,601318,47.24,47.24,47.38,46.64,497069,2584605516.0,1.58,0.62,0.29,0.46
2023-01-30,601318,48.73,46.62,48.74,46.62,857579,4495653729.0,4.49,-1.31,-0.62,0.79
2023-01-31,601318,46.9,46.12,47.42,45.99,612418,3152658911.0,3.07,-1.07,-0.5,0.57
2023-02-01,601318,46.69,46.49,46.89,45.55,565301,2882194846.0,2.91,0.8,0.37,0.52
2023-02-02,601318,46.74,45.97,46.74,45.54,636217,3228009417.0,2.58,-1.12,-0.52,0.59
2023-02-03,601318,45.64,44.74,45.69,44.04,927310,4582149777.0,3.59,-2.68,-1.23,0.86
2023-02-06,601318,43.94,43.3,44.0,42.86,921595,4431728036.0,2.55,-3.22,-1.44,0.85
2023-02-07,601318,43.64,43.84,43.98,43.34,444363,2159384254.0,1.48,1.25,0.54,0.41
2023-02-08,601318,43.89,43.64,44.33,43.52,347190,1690893371.0,1.85,-0.46,-0.2,0.32
2023-02-09,601318,43.64,44.46,44.69,43.53,564907,2781766993.0,2.66,1.88,0.82,0.52
2023-02-10,601318,44.6,44.44,44.69,44.15,309173,1523061151.0,1.21,-0.04,-0.02,0.29
2023-02-13,601318,44.33,44.39,44.44,43.43,457973,2238401665.0,2.27,-0.11,-0.05,0.42
2023-02-14,601318,44.44,45.04,45.04,44.31,370402,1835463536.0,1.64,1.46,0.65,0.34
2023-02-15,601318,44.98,44.02,45.03,43.85,461027,2259845455.0,2.62,-2.26,-1.02,0.43
2023-02-16,601318,44.22,44.34,45.19,44.14,576891,2860716311.0,2.39,0.73,0.32,0.53
2023-02-17,601318,44.34,43.94,44.97,43.85,417519,2060475453.0,2.53,-0.9,-0.4,0.39
2023-02-20,601318,43.99,45.09,45.13,43.89,664285,3282290633.0,2.82,2.62,1.15,0.61
2023-02-21,601318,45.0,45.15,45.26,44.59,426660,2125602116.0,1.49,0.13,0.06,0.39
2023-02-22,601318,44.64,44.32,45.1,44.25,446046,2203189302.0,1.88,-1.84,-0.83,0.41
2023-02-23,601318,44.14,44.12,44.84,43.95,385254,1892251718.0,2.01,-0.45,-0.2,0.36
2023-02-24,601318,44.03,43.34,44.15,43.25,446548,2161452476.0,2.04,-1.77,-0.78,0.41
2023-02-27,601318,43.14,42.94,43.53,42.92,467917,2244410611.0,1.41,-0.92,-0.4,0.43
2023-02-28,601318,43.15,43.34,43.42,42.65,380417,1823303793.0,1.79,0.93,0.4,0.35
2023-03-01,601318,43.16,45.13,45.14,43.15,724323,3581072361.0,4.59,4.13,1.79,0.67
2023-03-02,601318,45.11,45.34,45.6,44.86,380889,1909221050.0,1.64,0.47,0.21,0.35
2023-03-03,601318,45.62,45.42,45.8,44.99,284133,1427339465.0,1.79,0.18,0.08,0.26
2023-03-06,601318,45.14,43.72,45.31,43.59,773237,3780641354.0,3.79,-3.74,-1.7,0.71
2023-03-07,601318,43.69,43.05,44.34,42.89,587302,2843224086.0,3.32,-1.53,-0.67,0.54
2023-03-08,601318,42.69,42.37,42.75,42.13,527417,2488962345.0,1.44,-1.58,-0.68,0.49
2023-03-09,601318,42.52,41.78,42.52,41.61,518325,2426875267.0,2.15,-1.39,-0.59,0.48
2023-03-10,601318,41.2,41.14,41.79,41.14,457092,2110237422.0,1.56,-1.53,-0.64,0.42
2023-03-13,601318,41.14,41.64,41.93,41.05,399483,1851804405.0,2.14,1.22,0.5,0.37
2023-03-14,601318,41.36,40.6,41.36,40.53,490733,2241541531.0,1.99,-2.5,-1.04,0.45
2023-03-15,601318,41.17,41.09,41.8,40.92,443643,2047438825.0,2.17,1.21,0.49,0.41
2023-03-16,601318,40.04,40.37,40.97,39.89,789609,3568856007.0,2.63,-1.75,-0.72,0.73
2023-03-17,601318,40.95,41.34,42.1,40.95,950191,4408443469.0,2.85,2.4,0.97,0.88
2023-03-20,601318,41.14,40.72,41.72,40.7,719244,3301843809.0,2.47,-1.5,-0.62,0.66
2023-03-21,601318,41.03,41.15,41.54,40.92,446659,2056710352.0,1.52,1.06,0.43,0.41
2023-03-22,601318,41.39,41.64,41.91,41.36,552251,2572426396.0,1.34,1.19,0.49,0.51
2023-03-23,601318,41.44,42.02,42.03,41.44,554274,2584644862.0,1.42,0.91,0.38,0.51
2023-03-24,601318,41.94,41.34,41.94,41.2,437694,2023789516.0,1.76,-1.62,-0.68,0.4
2023-03-27,601318,41.4,41.13,41.47,40.64,362173,1658727910.0,2.01,-0.51,-0.21,0.33
2023-03-28,601318,41.23,41.02,41.52,40.82,283324,1300822902.0,1.7,-0.27,-0.11,0.26
